name,category,spec,price,code,description,availability,image,published
4 Jar Cream Paper,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,350,1136,"4 Jar Cream Paper, made in MDF and with 4 jars of 200–250 g, at ₹350 per piece.",in_stock,/img/products/1136.webp|/img/products/1136-2.webp,yes
4 Jar Revolving,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,385,1137,"4 Jar Revolving, made in MDF and with 4 jars of 200–250 g, at ₹385 per piece.",in_stock,/img/products/1137.webp,yes
4 Jar Cream Jali,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,400,1138,"4 Jar Cream Jali, made in MDF and with 4 jars of 200–250 g, at ₹400 per piece.",in_stock,/img/products/1138.webp|/img/products/1138-2.webp,yes
4 Jar Glass,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,420,1139,"4 Jar Glass, made in MDF and with 4 jars of 200–250 g, at ₹420 per piece.",in_stock,/img/products/1139.webp|/img/products/1139-2.webp,yes
4 Jar White Blue Bail,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,440,1140,"4 Jar White Blue Bail, made in MDF and with 4 jars of 200–250 g, at ₹440 per piece.",in_stock,/img/products/1140.webp|/img/products/1140-2.webp,yes
4 Jar Cream Dori,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,480,1141,"4 Jar Cream Dori, made in MDF and with 4 jars of 200–250 g, at ₹480 per piece.",in_stock,/img/products/1141.webp|/img/products/1141-2.webp,yes
4 Jar Stellar,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,525,1142,"4 Jar Stellar, made in MDF and with 4 jars of 200–250 g, at ₹525 per piece.",in_stock,/img/products/1142.webp,yes
4 Jar Cream Mor Bag,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,535,1143,"4 Jar Cream Mor Bag, made in MDF and with 4 jars of 200–250 g, at ₹535 per piece.",in_stock,/img/products/1143.webp|/img/products/1143-2.webp,yes
4 Jar Blue Golden Ambi,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,535,1144,"4 Jar Blue Golden Ambi, made in MDF and with 4 jars of 200–250 g, at ₹535 per piece.",in_stock,/img/products/1144.webp|/img/products/1144-2.webp,yes
4 Jar Blue Mandala,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,550,1145,"4 Jar Blue Mandala, made in MDF and with 4 jars of 200–250 g, at ₹550 per piece.",in_stock,/img/products/1145.webp|/img/products/1145-2.webp,yes
4 Jar Srinathji,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,550,1146,"4 Jar Srinathji, made in MDF and with 4 jars of 200–250 g, at ₹550 per piece.",in_stock,/img/products/1146.webp|/img/products/1146-2.webp,yes
4 Jar Mor Tin Bag Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,565,1147,"4 Jar Mor Tin Bag Box, made in MDF and with 4 jars of 200–250 g, at ₹565 per piece.",in_stock,/img/products/1147.webp|/img/products/1147-2.webp,yes
4 Jar Magic,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,580,1148,"4 Jar Magic, made in MDF and with 4 jars of 200–250 g, at ₹580 per piece.",in_stock,/img/products/1148.webp,yes
4 Jar Pushpa,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,580,1149,"4 Jar Pushpa, made in MDF and with 4 jars of 200–250 g, at ₹580 per piece.",in_stock,/img/products/1149.webp,yes
4 Jar Plazza,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,580,1150,"4 Jar Plazza, made in MDF and with 4 jars of 200–250 g, at ₹580 per piece.",in_stock,/img/products/1150.webp|/img/products/1150-2.webp,yes
4 Jar Cosmo,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,630,1151,"4 Jar Cosmo, made in MDF and with 4 jars of 200–250 g, at ₹630 per piece.",in_stock,/img/products/1151.webp,yes
4 Jar Cycle Box,"Gift Boxes, Trays, Bags & Baskets",MDF · 4 jars of 200–250 g · per piece,640,1152,"4 Jar Cycle Box, made in MDF and with 4 jars of 200–250 g, at ₹640 per piece.",in_stock,/img/products/1152.webp,yes
